Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,173.72999572753906,174.47999572753906,172.66000366210938,173.22000122070312,153.0122528076172,3696900
2018-01-03,173.22999572753906,173.63999938964844,172.0,172.49000549316406,152.36741638183594,3789600
2018-01-04,173.24000549316406,174.1300048828125,172.72999572753906,173.6999969482422,153.4362335205078,2756400
2018-01-05,174.0,175.0,173.39999389648438,174.0500030517578,153.7454376220703,3737700
2018-01-08,173.74000549316406,174.2100067138672,172.92999267578125,173.92999267578125,153.63937377929688,2060800
2018-01-09,174.22999572753906,174.22999572753906,173.00999450683594,173.5399932861328,153.29489135742188,2674300
2018-01-10,173.5,174.0,172.47000122070312,173.50999450683594,153.26840209960938,2172500
2018-01-11,173.55999755859375,174.5500030517578,172.10000610351562,173.38999938964844,153.1623992919922,3078000
2018-01-12,173.36000061035156,173.7899932861328,172.8800048828125,173.57000732421875,153.32144165039062,2901600
2018-01-16,173.6199951171875,174.41000366210938,172.8800048828125,173.67999267578125,153.4185791015625,3662600
2018-01-17,174.35000610351562,175.69000244140625,173.8800048828125,174.97999572753906,154.56690979003906,4129600
2018-01-18,175.19000244140625,175.4499969482422,173.89999389648438,174.57000732421875,154.2047576904297,2154800
2018-01-19,174.99000549316406,176.63999938964844,174.3800048828125,176.1199951171875,155.57395935058594,3746300
2018-01-22,175.97000122070312,176.8300018310547,175.61000061035156,176.2100067138672,155.6534881591797,3217900
2018-01-23,175.57000732421875,177.75,174.85000610351562,176.80999755859375,156.1834259033203,3197600
2018-01-24,177.3000030517578,177.3000030517578,175.25,176.1199951171875,155.57395935058594,2810800
2018-01-25,176.39999389648438,176.6199951171875,174.66000366210938,175.66000366210938,155.1676025390625,2815800
2018-01-26,175.6699981689453,178.39999389648438,175.00999450683594,178.36000061035156,157.5526123046875,3957700
2018-01-29,178.3000030517578,178.6999969482422,177.24000549316406,177.77000427246094,157.0314178466797,6091900
2018-01-30,177.10000610351562,177.6699981689453,170.85000610351562,172.47999572753906,152.35855102539062,9613000
2018-01-31,173.60000610351562,174.3000030517578,170.27000427246094,171.13999938964844,151.17491149902344,7004200
2018-02-01,170.27000427246094,173.5399932861328,168.88999938964844,171.89999389648438,151.84622192382812,4751300
2018-02-02,170.8000030517578,172.72999572753906,168.99000549316406,169.3800048828125,149.62017822265625,4604500
2018-02-05,168.61000061035156,169.4600067138672,153.86000061035156,163.85000610351562,144.73536682128906,7309300
2018-02-06,158.35000610351562,166.0500030517578,158.25,165.17999267578125,145.91018676757812,7020000
2018-02-07,164.86000061035156,168.25999450683594,164.52000427246094,165.7100067138672,146.37838745117188,4974000
2018-02-08,165.69000244140625,165.72999572753906,158.75999450683594,158.97000122070312,140.42462158203125,5656000
2018-02-09,159.97999572753906,161.97999572753906,155.22999572753906,160.8000030517578,142.04116821289062,7187100
2018-02-12,162.3699951171875,165.88999938964844,161.5,163.89999389648438,144.77951049804688,5255900
2018-02-13,163.0,163.8300018310547,161.72000122070312,162.39999389648438,143.45448303222656,5406000
2018-02-14,161.44000244140625,162.02000427246094,159.67999267578125,159.99000549316406,141.32565307617188,5865600
2018-02-15,161.13999938964844,161.52000427246094,158.80999755859375,160.77999877929688,142.02346801757812,5012100
2018-02-16,159.47000122070312,159.89999389648438,157.75999450683594,157.7899932861328,139.38230895996094,7165800
2018-02-20,157.0,159.16000366210938,156.27999877929688,157.16000366210938,138.8258056640625,5211100
2018-02-21,157.75999450683594,161.32000732421875,157.60000610351562,158.63999938964844,140.1331329345703,7833400
2018-02-22,158.9499969482422,161.39999389648438,158.89999389648438,160.66000366210938,141.91748046875,4398200
2018-02-23,161.44000244140625,163.30999755859375,161.44000244140625,163.05999755859375,144.03744506835938,4272400
2018-02-26,164.0,164.75,162.3000030517578,163.5800018310547,144.49684143066406,4525200
2018-02-27,164.19000244140625,164.5,160.63999938964844,160.66000366210938,141.91748046875,4907500
2018-02-28,160.42999267578125,161.2100067138672,157.72000122070312,157.74000549316406,140.21961975097656,6116800
